Link,Volume Text
 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:11:51 EDT

 4.0442  Responses:  Teilhard Etext  (2/29)

 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:13:34 EDT

 4.0443  Qs: British Network Connections; Genealogical SW  (2/46)

 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:18:51 EDT

 4.0444  Trademarks  (2/23)

 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:21:00 EDT

 4.0445  Citation Indexes  (1/10)

 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:22:27 EDT

 4.0446  The Word ""Moron"", NT Language, &c.  (1/43)

 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:29:53 EDT

 4.0448  Words for Loan Words  (1/14)

 Elaine Brennan & Allen Renear Thu, 30 Aug 90 23:33:01 EDT

 4.0449  Handwriting Technology  (3/39)

 Elaine Brennan & Allen Renear Tue, 4 Sep 90 18:42:38 EDT

 4.0450  History of Seminar on Christian Origins  (1/165)

 Elaine Brennan & Allen Renear Tue, 4 Sep 90 18:45:36 EDT

 4.0451  Call for Papers:  Computers and Medieval Studies  (1/61)

 Elaine Brennan & Allen Renear Tue, 4 Sep 90 18:49:34 EDT

 4.0452  Qs:  Morph. Analysis;  SW Tools;  ACH Taskforce  (4/64)

 Elaine Brennan & Allen Renear Tue, 4 Sep 90 18:55:41 EDT

 4.0453  Trademarks and other Words  (7/120)

 Elaine Brennan & Allen Renear Tue, 4 Sep 90 19:06:51 EDT

 4.0454  Contents of Humanists' Toolbox  (2/41)

 Elaine Brennan & Allen Renear Wed, 5 Sep 90 18:15:21 EDT

 4.0455  Trademarks and Loanwords  (6/139)

 Elaine Brennan & Allen Renear Wed, 5 Sep 90 18:19:42 EDT

 4.0456  Responses:  Greek;  Citations;  Handwriting  (3/86)

 Elaine Brennan & Allen Renear Wed, 5 Sep 90 18:25:02 EDT

 4.0457  Conference Announcement;  Query  (2/41)

 Elaine Brennan & Allen Renear Wed, 5 Sep 90 18:26:34 EDT

 4.0458  More Words and Trademarks  (3/84)

 Elaine Brennan & Allen Renear Thu, 6 Sep 90 17:52:50 EDT

 4.0459  Responses:  TACT, Tools, Greek, & Handwriting  (5/97)

 Elaine Brennan & Allen Renear Thu, 6 Sep 90 17:57:28 EDT

 4.0460  Computers:  Natures and Names  (2/40)

 Elaine Brennan & Allen Renear Thu, 6 Sep 90 17:59:09 EDT

 4.0461  Words:  Trademarks, Spelling, Dictionaries, &tc. (7/111)

 Elaine Brennan & Allen Renear Fri, 7 Sep 90 16:30:07 EDT

 4.0462  PCs A Necessary Research Tool for Faculty?  (1/36)

 Elaine Brennan & Allen Renear Fri, 7 Sep 90 16:33:26 EDT

 4.0463  Queries:  Hypertext Standards;  Tustep;  TACT  (3/41)

 Elaine Brennan & Allen Renear Fri, 7 Sep 90 16:57:45 EDT

 4.0464  Computers for Faculty  (4/113)

 Elaine Brennan & Allen Renear Mon, 10 Sep 90 17:38:25 EDT

 4.0465  Responses:  Software Toolbox;  Hypertext  (2/54)

 Elaine Brennan & Allen Renear Mon, 10 Sep 90 17:46:41 EDT

 4.0466  Words:  Dialects and Spellcheckers  (2/28)

 Elaine Brennan & Allen Renear Mon, 10 Sep 90 17:48:23 EDT

 4.0467  Queries   (4/54)

 Elaine Brennan & Allen Renear Mon, 10 Sep 90 17:50:28 EDT

 4.0468  The Importance of Learning Languages  (1/21)

 Elaine Brennan & Allen Renear Mon, 10 Sep 90 17:51:33 EDT

 4.0469  Learning Languages, Part I   (4/97>

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:24:39 EDT

 4.0470  Learning Languages, Part II  (3/69)

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:26:40 EDT

 4.0471  More on the Necessity of Computers for Faculty  (6/146)

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:32:58 EDT

 4.0472  Queries  (4/75)

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:36:06 EDT

 4.0473  Conference Announcement:  CALICO '91  (1/33)

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:37:50 EDT

 4.0474  Responses on a Variety of Queries  (6/110)

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:45:52 EDT

 4.0476  ""Interpreting Manuscripts""  Availability  (1/72)

 Elaine Brennan & Allen Renear Tue, 11 Sep 90 23:48:01 EDT

 4.0477  Language Learning  (4/107)

 Elaine Brennan & Allen Renear Wed, 12 Sep 90 23:47:01 EDT

 4.0478  Computers for Faculty:  Resource Allocation  (2/56)

 Elaine Brennan & Allen Renear Wed, 12 Sep 90 23:50:05 EDT

 4.0479  Responses:  Numerology  (2/38)

 Elaine Brennan & Allen Renear Wed, 12 Sep 90 23:52:22 EDT

 4.0480  Hypertext Standards  (1/67)

 Elaine Brennan & Allen Renear Wed, 12 Sep 90 23:54:55 EDT

 4.0481  Language Learning  (5/116>

 Elaine Brennan & Allen Renear Thu, 13 Sep 90 16:37:26 EDT

 4.0482  More Responses on Numbers  (2/53)

 Elaine Brennan & Allen Renear Thu, 13 Sep 90 16:41:35 EDT

 4.0483  More on Computers for Faculty  (2/59)

 Elaine Brennan & Allen Renear Thu, 13 Sep 90 16:43:24 EDT

 4.0484  Questions and Comments  (3/36)

 Elaine Brennan & Allen Renear Thu, 13 Sep 90 16:45:06 EDT

 4.0485  Intelligent Computer Use?  (1/16)

 Elaine Brennan & Allen Renear Thu, 13 Sep 90 16:47:43 EDT

 4.0486  Numerology  (4/75)

 Elaine Brennan & Allen Renear Fri, 14 Sep 90 17:09:01 EDT

 4.0487  Languages and Learning  (4/163)

 Elaine Brennan & Allen Renear Fri, 14 Sep 90 17:14:23 EDT

 4.0488  Queries:  Lithuania e-mail; NB->WP; Pseudo-Philo  (3/36)

 Elaine Brennan & Allen Renear Fri, 14 Sep 90 17:15:40 EDT

 4.0489  Numbers  (7/133)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:17:22 EDT

 4.0490  Qs: P-Dionysius Etext; Articles; Italian; Printers (4/64)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:26:33 EDT

 4.0491  Rs:  Concordance Programs;  NB to WP Conversion  (4/63)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:31:45 EDT

 4.0492  Announcement:  OE Corpus Available in TEI Format  (1/34

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:35:28 EDT

 4.0493  Hypertext Standards  (Response from NIST)  (1/44)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:37:17 EDT

 4.0494  Call for Papers:  ACH-ALLC 91  (1/55)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:48:02 EDT

 4.0495  Language Learning  (4/213)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:50:24 EDT

 4.0496  Words: Scheinentlehnungen; British Slang; GIGO  (3/49)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 21:55:06 EDT

 4.0497  Humanists Anti-Intellectual;  Humanists Mad  (2/42)

 Elaine Brennan & Allen Renear Mon, 17 Sep 90 22:02:35 EDT

 4.0498  Conference:  Scrambling  (1/98)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 19:08:39 EDT

 4.0499  Qs: Slavic Etexts; CALL on Macs; Women Sculptors  (3/50)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 22:38:25 EDT

 4.0500  Qs: Italian Articles & SW;  Printers;  NB to WP  (4/71)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 22:41:22 EDT

 4.0501  Language Learning  (4/107)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 22:45:09 EDT

 4.0502  Workshop:  Numbers in Medieval Europe  (1/27)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 22:54:31 EDT

 4.0503 Words: Plurals; Past Tenses; Pseudo-loanwords (4/113)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 22:59:24 EDT

 4.0504  Computers for Faculty  (1/30)

 Elaine Brennan & Allen Renear Tue, 18 Sep 90 23:07:27 EDT

 4.0505 ACM Information Retrieval -- Call for Papers  (1/178)

 Elaine Brennan & Allen Renear Wed, 19 Sep 90 23:32:26 EDT

 4.0506  Query:  Planning Academic Computing  (1/33)

 Elaine Brennan & Allen Renear Wed, 19 Sep 90 23:36:36 EDT

 4.0507  Qs: ACH News?; Exporting WP footnotes; MAC CALL  (3/37)

 Elaine Brennan & Allen Renear Wed, 19 Sep 90 23:40:34 EDT

 4.0508  Computers for Faculty  (2/124)

 Elaine Brennan & Allen Renear Wed, 19 Sep 90 23:47:02 EDT

 4.0509  Language Learning  (4/119)

 Elaine Brennan & Allen Renear Wed, 19 Sep 90 23:48:52 EDT

 4.0510  Qs:  Scrambling?!;   Friendships  (2/30)

 Elaine Brennan & Allen Renear Wed, 19 Sep 90 23:53:34 EDT

 4.0511  Words: Plurals and Borrowing; Perfect Weaving  (8/115)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 00:05:35 EDT

 4.0512  Notes:  Cantonese Pronunciation;  Kwik-magic   (2/35)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 00:09:58 EDT

 4.0513  Social Scientists, Humanists, and Funding  (1/31)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 00:27:42 EDT

 4.0514  Qs: Proto-Semitic Subjunctive; Etext Development  (2/37)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 18:55:56 EDT

 4.0515  Rs: Exporting (w/ footnotes) from WordPerfect  (7/144)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 19:25:17 EDT

 4.0516  Announcement: Seminar on Christian Origens  (1/53)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 19:28:08 EDT

 4.0517  Computers as Tools  (was 'Computers for Faculty'  (2/52)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 19:32:02 EDT

 4.0518  Words: Borrowing and Plurals; 'their'; shortening (5/74)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 19:39:48 EDT

 4.0519  Rs:  HP Laserjets; MAC CALL; Email to Lithuania  (3/37)

 Elaine Brennan & Allen Renear Thu, 20 Sep 90 19:45:01 EDT

 4.0520  Queries  (8/187)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:24:18 EDT

 4.0521  Further Queries  (4/52)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:27:57 EDT

 4.0522  Offline 30 (abridged version)  (1/491)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:37:44 EDT

 4.0523  Planning Academic Computing  (2/106)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:39:43 EDT

 4.0524  ""Educationist""?  (1/99)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:42:06 EDT

 4.0525  Mac CALL;  Language learning   (4/103)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:44:29 EDT

 4.0526  Hurrahs for a Humanist  (1/39)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:46:13 EDT

 4.0527  On the Nature of Universities  (1/66)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:47:54 EDT

 4.0528  The Last Word on WP Footnotes  (5/141)

 Elaine Brennan & Allen Renear Tue, 25 Sep 90 22:49:52 EDT

 4.0529  Responses  (9/112)

 Elaine Brennan & Allen Renear Wed, 26 Sep 90 17:46:40 EDT

 4.0530  Social Sciences and the University  (3/86)

 Elaine Brennan & Allen Renear Wed, 26 Sep 90 17:49:06 EDT

 4.0531  ACL Conference:  Call for Papers  (1/79)

 Elaine Brennan & Allen Renear Wed, 26 Sep 90 17:50:20 EDT

 4.0532  Education and Writing  (3/82)

 Elaine Brennan & Allen Renear Wed, 26 Sep 90 17:55:34 EDT

 4.0533  Language Learning and Language Memory  (2/61)

 Elaine Brennan & Allen Renear Wed, 26 Sep 90 17:57:40 EDT

 4.0534  Remnants:  Footnotes and Words  (4/67)

 Elaine Brennan & Allen Renear Wed, 26 Sep 90 18:00:04 EDT

 4.0535  Musings:  Disciplines, Universities & Education  (6/147)

 Elaine Brennan & Allen Renear Thu, 27 Sep 90 18:01:57 EDT

 4.0536  Conference:  Electronic Text Research  (1/167)

 Elaine Brennan & Allen Renear Thu, 27 Sep 90 18:07:56 EDT

 4.0538  Queries  (4/68)

 Elaine Brennan & Allen Renear Thu, 27 Sep 90 18:14:14 EDT

 4.0539  Word Processors:  FootMice and Language Support  (2/52)

 Elaine Brennan & Allen Renear Thu, 27 Sep 90 18:16:18 EDT

 4.0540  Responses:  Mac Concording;  E-French  (3/43)

 Elaine Brennan & Allen Renear Thu, 27 Sep 90 18:18:20 EDT

 4.0541  Miscellany:  Administratrivia;  FRODO  (2/25)

 Elaine Brennan & Allen Renear Thu, 27 Sep 90 18:22:54 EDT

 4.0542  Norwegian Computing Centre for the Humanities  (1/45)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 21:38:34 EDT

 4.0543  IASSIST 1991:  Data in the Global Village  (1/94)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 21:40:39 EDT

 4.0544  Qs: Color Scanning; OCR; Desqview; ...  (7/127)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 21:46:49 EDT

 4.0544  Qs: Color Scanning; OCR;... (corrected version)  (7/127)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 22:24:44 EDT

 4.0545  TEI Workshop Trip Report  (1/129)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 21:49:53 EDT

 4.0546  Computer Ethics Job Announcement  (1/23)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 21:51:43 EDT

 4.0547  The WP Saga's Markup Moral; Real Word Processing? (2/45)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 21:57:07 EDT

 4.0548  Rs: Lists, esp. Anglo-Saxon and 18th c.  (4/86)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 22:02:01 EDT

 4.0549  Misc. on ideas, writing, disciplines ...  (7/238)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 22:05:54 EDT

 4.0550  MetaDiscussion: Writing Criticism; US-Centricity  (3/72)

 Elaine Brennan & Allen Renear Mon, 1 Oct 90 22:11:36 EDT

 4.0551  TEI, SGML, and Real Word Processing    (3/103)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:26:29 EDT

 4.0552  New Electronic Seminar -- Ficino  (1/95)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:31:33 EDT

 4.0553  Rs:  Chinese OCR;  Adult Ed.;  T.H.E.  (3/53)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:35:20 EDT

 4.0554  Qs: Grammar & Syntax Analysis; Spoken German; ...  (3/60)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:47:08 EDT

 4.0555  Notes: Oxford Electronic Text Library  (1/23)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:50:13 EDT

 4.0556  Words: Plural Borrowing; Language in Dreams...  (4/100)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:54:16 EDT

 4.0557  Lists:  IOUDAIOS;  Eastern Europe...  (2/73)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 21:57:41 EDT

 4.0558  What is _foreign_?  (3/55)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 22:02:00 EDT

 4.0559  Planning for Computing  (1/27)

 Elaine Brennan & Allen Renear Tue, 2 Oct 90 22:05:40 EDT

 4.0560  Rs:  Grammar & Syntax Models; Pedagogical Parsers (2/34)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 22:46:15 EDT

 4.0561  Markup and Related Topics   (4/105)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 22:55:06 EDT

 4.0562  Counting Texts  (1/43)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 22:58:45 EDT

 4.0563  Planning Campus Computing  (2/34)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 23:00:07 EDT

 4.0564  Adapting the Machine  (2/25)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 23:05:33 EDT

 4.0565  Rs: Telnet & Library Catalogs; Apostrophes  (2/36)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 23:07:35 EDT

 4.0566  Playbill Query Response Lost  (1/6)

 Elaine Brennan & Allen Renear Wed, 3 Oct 90 23:16:07 EDT

 4.0567  Qs:  Simtel20;  BinHex 4.0  (2/28)

 Elaine Brennan & Allen Renear Fri, 5 Oct 90 13:54:43 EDT

 4.0568  Qs: Ryle Etext; Gregorius Turonensis; Text Centres (3/60)

 Elaine Brennan & Allen Renear Fri, 5 Oct 90 13:56:54 EDT

 4.0569  Macs/Characters; Foot Mice; Computer vs. Computer  (4/80)

 Elaine Brennan & Allen Renear Fri, 5 Oct 90 14:00:21 EDT

 4.0570  SGML, Markup, Empiricism  (5/120)

 Elaine Brennan & Allen Renear Fri, 5 Oct 90 14:12:02 EDT

 4.0571  Ficino: A Correction  (1/7)

 Elaine Brennan & Allen Renear Fri, 5 Oct 90 14:13:20 EDT

 4.0572  Texts:  Queries;  SGML;  SED; etc.  (6/154)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 00:47:23 EDT

 4.0573  BinHex, StuffIt, and Simtel20  (5/88)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 00:54:55 EDT

 4.0574  Queries  (7/132)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 01:08:03 EDT

 4.0575  CALL Seminar Reminder  (1/63)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 01:12:01 EDT

 4.0576  ACH/ALLC '91 -- Reminder  (2/70)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 01:21:08 EDT

 4.0577  CHUM:  Call for Papers  (1/61)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 01:24:53 EDT

 4.0578  Algorithms;  Footnotes;  Terminals  (3/42)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 16:32:04 EDT

 4.0579  Responses:  Dreams;  Plurals;  Sources  (3/73)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 16:34:02 EDT

 4.0580  Job Search;  Queries:  PC Form Generator?  Kanji?  (3/56)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 16:35:39 EDT

 4.0581  BinHex, DOS and Two Icon Programs  (1/393)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 16:39:33 EDT

 4.0582  New List on Folklore   (2/82)

 Elaine Brennan & Allen Renear Wed, 10 Oct 90 16:41:58 EDT

 4.0583  Queries  (10/170)

 Elaine Brennan & Allen Renear Fri, 12 Oct 90 15:24:19 EDT

 4.0584  Oxford Text Archive Update Summary  (1/100)

 Elaine Brennan & Allen Renear Fri, 12 Oct 90 15:29:57 EDT

 4.0585  Qs:  MR Dictionaries;  17th c. Typography;...  (4/64)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 19:59:08 EDT

 4.0586  Mac Compression Utilities  (1/54)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 20:21:11 EDT

 4.0587  Lists for Humanists  (1/56)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 20:25:10 EDT

 4.0588  SGML: Introductions, Issues  (1/20)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 20:28:24 EDT

 4.0589  Rs:  Email to Hungary; Text Quest; PC Forms SW  (3/49)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 20:31:11 EDT

 4.0590  Misc:  History is...;  WP;  Warts & Bibliography  (3/42)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 20:33:47 EDT

 4.0591  Conf:  Machine Learning of Language and Ontology  (1/78)

 Elaine Brennan & Allen Renear Mon, 15 Oct 90 20:36:30 EDT

 4.0592  Word For Word  (5/78)

 Elaine Brennan & Allen Renear Tue, 16 Oct 90 18:53:24 EDT

 4.0593  18th Century British Biography Database  (1/67)

 Elaine Brennan & Allen Renear Tue, 16 Oct 90 18:57:18 EDT

 4.0594  Searching WordPerfect Footnotes   (4/70)

 Elaine Brennan & Allen Renear Tue, 16 Oct 90 20:09:45 EDT

 4.0595  Lists for Humanists  (3/186)

 Elaine Brennan & Allen Renear Tue, 16 Oct 90 20:11:05 EDT

 4.0596  CSLI Calendar  (1/258)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 21:41:07 EDT

 4.0597  Conf: Symbolic and Logical Computing  (1/65)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 21:42:52 EDT

 4.0598  Conf:  Quantitative Linguistics (QUALICO)  (1/137)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 21:46:46 EDT

 4.0599  R:  17th C. Typography -- Possessives  (1/32)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 21:54:38 EDT

 4.0600  Scholarly Electronic Discussion Groups (2/54)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 22:03:10 EDT

 4.0601  R: Searching WordPerfert Footnotes  (3/32)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 22:10:20 EDT

 4.0602  Misc: MacConcordance; Bibliography & Warts; Taxes (3/133)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 22:12:11 EDT

 4.0603  Rs: French/English Texts; WP Biblio SW; TextQuest  (3/65)

 Elaine Brennan & Allen Renear Wed, 17 Oct 90 22:18:53 EDT

 4.0604  Summer School: Computational Models of Meaning  (1/103)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 19:43:28 EDT

 4.0605  Conf: East Asian Information Processing  (1/37)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 19:45:28 EDT

 4.0606  Conf: Avignon '91 - Expert Systems & Applications (1/119)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 19:48:37 EDT

 4.0607  Electronic Discussion Groups   (5/87)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 19:55:36 EDT

 4.0608  Qs: Nietzsche Etexts; business ethics fiction...  (5/66)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 20:01:38 EDT

 4.0609  17th C. Typography -- Apostrophes  (1/13)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 20:03:53 EDT

 4.0610  New List of Electronic Philsophical Texts  (1/21)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 20:38:52 EDT

 4.0611  Luxury Tax on Computers  (4/108)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 20:43:39 EDT

 4.0612  Searching WordPerfect Foonotes  (2/42)

 Elaine Brennan & Allen Renear Thu, 18 Oct 90 20:46:37 EDT

 4.0613  Conf: Computers & Quant. Methods in Archaeology  (1/20)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 19:08:01 EDT

 4.0614  Conf:  Date Change for Malaysian CL Conference  (1/57)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 19:12:42 EDT

 4.0615  Dictionary Utilities  (1/25)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 19:22:27 EDT

 4.0616  Philosophical Etexts -- Corrected Posting  (1/25)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 20:31:44 EDT

 4.0617  Rs: Nietzsche Etexts; Gaelic; Bus. Ethics fiction (4/74)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 20:35:50 EDT

 4.0618  Q:  E. Thesaurus for Commonsense Knowledge Base  (1/27)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 20:42:31 EDT

 4.0619  Electronic Discussion Groups  (4/92)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 20:50:05 EDT

 4.0620  Mac. formatters; CL Salaries; Architectural Lists  (5/61)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 20:57:23 EDT

 4.0621  Word Processing Format Conversion  (5/92)

 Elaine Brennan & Allen Renear Mon, 22 Oct 90 21:22:30 EDT

 4.0622  Networks and Lists -- Expert Help Needed  (1/66)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 22:38:00 EDT

 4.0623  Nietzsche Etexts (from Malcolm Brown)  (1/33)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 22:56:01 EDT

 4.0624  Columbia University School of Library Service  (2/214)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 23:02:26 EDT

 4.0625  Qs: Nonsexist Usage; Kate Barlass; Taxes  (3/54)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 23:07:33 EDT

 4.0626  Networks and Lists  (5/140)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 23:18:30 EDT

 4.0627  Misc:  Homemade Biblio SW;  WP Crashes   (2/56)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 23:21:53 EDT

 4.0628  R:  Mac Formatters -- Nisus  (2/89)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 23:25:50 EDT

 4.0629  Misc:  Warts;  Brand Names;  Pen Pals  (3/108)

 Elaine Brennan & Allen Renear Tue, 23 Oct 90 23:29:06 EDT

 4.0630  New Oxford Text Archive Short List on Server  (1/20)

 Elaine Brennan & Allen Renear Wed, 24 Oct 90 23:33:52 EDT

 4.0631  CETEDOC Electronic Text Library  (1/85)

 Elaine Brennan & Allen Renear Wed, 24 Oct 90 23:35:51 EDT

 4.0632  Q:  Analysis of Style, Attribution of Authorship  (1/18)

 Elaine Brennan & Allen Renear Wed, 24 Oct 90 23:43:40 EDT

 4.0633  Qs: German Etexts; Copyright; Authorware Academic  (3/55)

 Elaine Brennan & Allen Renear Wed, 24 Oct 90 23:47:29 EDT

 4.0634  Rs: Bus. Ethics fiction; Taxes; Non-Sexist Lang.  (4/49)

 Elaine Brennan & Allen Renear Wed, 24 Oct 90 23:50:14 EDT

 4.0635  Correction: OTA files are named 'OXARCHIV'  (1/9)

 Elaine Brennan & Allen Renear Thu, 25 Oct 90 07:57:35 EDT

 4.0636  Rs:  Stylistic Analysis/Authorship Attribution  (2/27)

 Elaine Brennan & Allen Renear Fri, 26 Oct 90 11:28:07 EDT

 4.0637  Qs:  Shipwreck Topos; CETEDOC; Writing Assessment  (3/56)

 Elaine Brennan & Allen Renear Fri, 26 Oct 90 11:32:50 EDT

 4.0638  Qs & Rs:  Lists;  Grotius Project Address...  (4/48)

 Elaine Brennan & Allen Renear Fri, 26 Oct 90 11:36:40 EDT

 4.0639  R:  Business Ethics Fiction  (1/3)

 Elaine Brennan & Allen Renear Fri, 26 Oct 90 11:37:35 EDT

 4.0640  Style and Authorship  (2/37)

 Elaine Brennan & Allen Renear Mon, 29 Oct 90 09:50:20 EDT

 4.0641  Qs:  Chinese KWIC;  CHUM;  Procomm  (3/44)

 Elaine Brennan & Allen Renear Mon, 29 Oct 90 09:57:48 EDT

 4.0642  Art, Computing, and Computer Ethics  (1/71)

 Elaine Brennan & Allen Renear Mon, 29 Oct 90 09:59:44 EDT

 4.0643  Social Science Lists  (1/107)

 Elaine Brennan & Allen Renear Mon, 29 Oct 90 10:03:27 EDT

 4.0644  Rs:  DTP Lists;  Business Ethics Fiction  (3/29)
